county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
VILAS,Town of PHELPS,Town of PHELPS Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,487,213,6,0,attorney general
VILAS,Town of PLUM LAKE,Town of PLUM LAKE Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,227,148,4,0,attorney general
VILAS,Town of PRESQUE ISLE,Town of PRESQUE ISLE Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,326,184,3,0,attorney general
VILAS,Town of ST. GERMAIN,Town of ST. GERMAIN Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,761,409,15,1,attorney general
VILAS,Town of WASHINGTON,Town of WASHINGTON Wards 1-3,Congressional - District 7,State Senate - District 12,Assembly - District 34,636,325,9,0,attorney general
VILAS,Town of WINCHESTER,Town of WINCHESTER Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,202,95,3,0,attorney general
VILAS,City of EAGLE RIVER,City of EAGLE RIVER Wards 1-5,Congressional - District 7,State Senate - District 12,Assembly - District 34,384,275,10,0,attorney general
WALWORTH,Town of BLOOMFIELD,Town of BLOOMFIELD Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,337,245,9,0,attorney general
WALWORTH,Town of DARIEN,Town of DARIEN Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,507,219,22,0,attorney general
WALWORTH,Town of DELAVAN,Town of DELAVAN Wards 1-11,Congressional - District 1,State Senate - District 11,Assembly - District 32,1544,911,44,0,attorney general
WALWORTH,Town of EAST TROY,Town of EAST TROY Ward 1,Congressional - District 1,State Senate - District 28,Assembly - District 83,339,113,3,0,attorney general
WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 2-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,538,194,18,0,attorney general
WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 4-6,Congressional - District 1,State Senate - District 11,Assembly - District 32,726,277,11,0,attorney general
WALWORTH,Town of GENEVA,Town of GENEVA Wards 1-8,Congressional - District 1,State Senate - District 11,Assembly - District 32,1526,970,37,0,attorney general
WALWORTH,Town of LAFAYETTE,Town of LAFAYETTE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 32,736,336,20,0,attorney general
WALWORTH,Town of LA GRANGE,Town of LA GRANGE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,839,408,15,3,attorney general
WALWORTH,Town of LINN,"Town of LINN Wards 1-4,6",Congressional - District 1,State Senate - District 11,Assembly - District 32,627,332,20,0,attorney general
WALWORTH,Town of LINN,Town of LINN Ward 5,Congressional - District 1,State Senate - District 11,Assembly - District 32,145,74,1,0,attorney general
WALWORTH,Town of LYONS,Town of LYONS Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 32,1102,538,19,0,attorney general
WALWORTH,Town of RICHMOND,Town of RICHMOND Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,541,361,12,0,attorney general
WALWORTH,Town of SHARON,Town of SHARON Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,288,145,14,0,attorney general
WALWORTH,Town of SPRING PRAIRIE,Town of SPRING PRAIRIE Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,876,312,24,3,attorney general
WALWORTH,Town of SUGAR CREEK,Town of SUGAR CREEK Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 31,1256,657,36,0,attorney general
WALWORTH,Town of TROY,Town of TROY Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,947,397,24,0,attorney general
WALWORTH,Town of WALWORTH,Town of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,589,211,18,1,attorney general
WALWORTH,Town of WHITEWATER,Town of WHITEWATER Wards 1-2,Congressional - District 1,State Senate - District 15,Assembly - District 43,439,313,7,1,attorney general
WALWORTH,Town of WHITEWATER,Town of WHITEWATER Ward 3,Congressional - District 5,State Senate - District 15,Assembly - District 43,27,24,1,0,attorney general
WALWORTH,Village of BLOOMFIELD,Village of BLOOMFIELD Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1050,582,33,0,attorney general
WALWORTH,Village of DARIEN,Village of DARIEN Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,344,238,14,0,attorney general
WALWORTH,Village of EAST TROY,Village of EAST TROY Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1394,691,39,1,attorney general
WALWORTH,Village of FONTANA,Village of FONTANA Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,591,382,8,0,attorney general
WALWORTH,Village of GENOA CITY,Village of GENOA CITY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,616,342,23,2,attorney general
WALWORTH,VILLAGE OF MUKWONAGO,VILLAGE OF MUKWONAGO Ward 11,Congressional - District 1,State Senate - District 11,Assembly - District 33,49,30,0,0,attorney general
WALWORTH,Village of SHARON,Village of SHARON Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,320,230,14,0,attorney general
WALWORTH,Village of WALWORTH,Village of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,664,430,21,1,attorney general
WALWORTH,Village of WILLIAMS BAY,Village of WILLIAMS BAY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 31,750,550,20,0,attorney general
WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 9,Congressional - District 1,State Senate - District 21,Assembly - District 63,0,0,0,0,attorney general
WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 10,Congressional - District 1,State Senate - District 11,Assembly - District 32,1,0,0,0,attorney general
WALWORTH,City of DELAVAN,"City of DELAVAN Wards 1-14,16",Congressional - District 1,State Senate - District 11,Assembly - District 32,1495,1406,72,1,attorney general
WALWORTH,City of DELAVAN,City of DELAVAN Ward 15,Congressional - District 1,State Senate - District 11,Assembly - District 31,0,0,0,0,attorney general
WALWORTH,City of ELKHORN,City of ELKHORN Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 31,2253,1557,77,2,attorney general
WALWORTH,City of ELKHORN,City of ELKHORN Ward 8,Congressional - District 1,State Senate - District 11,Assembly - District 32,0,0,0,0,attorney general
WALWORTH,City of LAKE GENEVA,City of LAKE GENEVA Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,404,427,15,0,attorney general
WALWORTH,City of LAKE GENEVA,City of LAKE GENEVA Wards 3-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,329,315,12,1,attorney general
WALWORTH,City of LAKE GENEVA,"City of LAKE GENEVA Wards 5-6,10",Congressional - District 1,State Senate - District 11,Assembly - District 32,572,368,19,0,attorney general
WALWORTH,City of LAKE GENEVA,"City of LAKE GENEVA Wards 7-9,11-14",Congressional - District 1,State Senate - District 11,Assembly - District 32,385,332,10,0,attorney general
WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 1-2,Congressional - District 5,State Senate - District 15,Assembly - District 43,446,584,23,0,attorney general
WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 3-4,Congressional - District 5,State Senate - District 15,Assembly - District 43,287,507,17,2,attorney general
WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 5-6,Congressional - District 5,State Senate - District 15,Assembly - District 43,523,689,16,0,attorney general
WALWORTH,City of WHITEWATER,"City of WHITEWATER Wards 7-9,13",Congressional - District 5,State Senate - District 15,Assembly - District 43,359,717,21,0,attorney general
WASHBURN,Town of BARRONETT,Town of BARRONETT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,108,72,5,0,attorney general
WASHBURN,Town of BASHAW,Town of BASHAW Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,301,191,8,0,attorney general
WASHBURN,Town of BASS LAKE,Town of BASS LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,155,73,8,0,attorney general
WASHBURN,Town of BEAVER BROOK,Town of BEAVER BROOK Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,202,155,8,0,attorney general
WASHBURN,Town of BIRCHWOOD,Town of BIRCHWOOD Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,229,98,2,0,attorney general
WASHBURN,Town of BROOKLYN,Town of BROOKLYN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,95,67,2,0,attorney general
WASHBURN,Town of CASEY,Town of CASEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,138,98,1,0,attorney general
WASHBURN,Town of CHICOG,Town of CHICOG Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,80,75,4,0,attorney general
WASHBURN,Town of CRYSTAL,Town of CRYSTAL Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,89,49,1,0,attorney general
WASHBURN,Town of EVERGREEN,Town of EVERGREEN Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,318,219,15,0,attorney general
WASHBURN,Town of FROG CREEK,Town of FROG CREEK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,40,25,2,0,attorney general
WASHBURN,Town of GULL LAKE,Town of GULL LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,57,47,4,0,attorney general
WASHBURN,Town of LONG LAKE,Town of LONG LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,212,174,5,0,attorney general
WASHBURN,Town of MADGE,Town of MADGE Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,169,134,9,0,attorney general
WASHBURN,Town of MINONG,Town of MINONG Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,265,228,7,0,attorney general
WASHBURN,Town of SARONA,Town of SARONA Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,137,58,3,0,attorney general
WASHBURN,Town of SPOONER,Town of SPOONER Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 73,232,170,3,0,attorney general
WASHBURN,Town of SPRINGBROOK,Town of SPRINGBROOK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,130,84,9,1,attorney general
WASHBURN,Town of STINNETT,Town of STINNETT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,63,29,1,0,attorney general
WASHBURN,Town of STONE LAKE,Town of STONE LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,163,86,8,0,attorney general
WASHBURN,Town of TREGO,Town of TREGO Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,258,219,7,0,attorney general
WASHBURN,Village of BIRCHWOOD,Village of BIRCHWOOD Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,106,66,8,0,attorney general
WASHBURN,Village of MINONG,Village of MINONG Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,110,74,3,0,attorney general
WASHBURN,City of SPOONER,City of SPOONER Wards 1-6,Congressional - District 7,State Senate - District 25,Assembly - District 73,449,439,24,0,attorney general
WASHBURN,City of SHELL LAKE,City of SHELL LAKE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,313,314,10,1,attorney general
WASHINGTON,Town of ADDISON,Town of ADDISON Wards 1-6,Congressional - District 5,State Senate - District 20,Assembly - District 59,1427,380,24,0,attorney general
WASHINGTON,Town of BARTON,Town of BARTON Wards 1-4,Congressional - District 5,State Senate - District 20,Assembly - District 59,1156,392,26,0,attorney general
WASHINGTON,Town of ERIN,Town of ERIN Wards 1-4,Congressional - District 5,State Senate - District 8,Assembly - District 22,1823,516,34,0,attorney general
WASHINGTON,Town of FARMINGTON,Town of FARMINGTON Wards 1-5,Congressional - District 5,State Senate - District 20,Assembly - District 60,1585,399,17,0,attorney general
WASHINGTON,Town of GERMANTOWN,Town of GERMANTOWN Ward 1,Congressional - District 5,State Senate - District 8,Assembly - District 24,106,46,1,0,attorney general
WASHINGTON,Town of HARTFORD,Town of HARTFORD Wards 1-5,Congressional - District 5,State Senate - District 20,Assembly - District 59,1542,418,24,0,attorney general
WASHINGTON,Town of JACKSON,Town of JACKSON Wards 1-6,Congressional - District 5,State Senate - District 20,Assembly - District 60,2102,535,27,0,attorney general
WASHINGTON,Town of KEWASKUM,Town of KEWASKUM Wards 1-2,Congressional - District 5,State Senate - District 20,Assembly - District 59,504,138,8,0,attorney general
WASHINGTON,Town of POLK,Town of POLK Wards 1-6,Congressional - District 5,State Senate - District 20,Assembly - District 58,1853,496,17,0,attorney general
WASHINGTON,Town of TRENTON,"Town of TRENTON Wards 1-2,8",Congressional - District 5,State Senate - District 20,Assembly - District 58,461,148,7,0,attorney general
WASHINGTON,Town of TRENTON,Town of TRENTON Wards 3-7,Congressional - District 5,State Senate - District 20,Assembly - District 60,1577,432,22,0,attorney general
WASHINGTON,Town of WAYNE,Town of WAYNE Wards 1-3,Congressional - District 5,State Senate - District 20,Assembly - District 59,956,188,11,0,attorney general
WASHINGTON,Town of WEST BEND,Town of WEST BEND Wards 1-8,Congressional - District 5,State Senate - District 20,Assembly - District 58,2114,682,23,0,attorney general
WASHINGTON,Village of GERMANTOWN,"Village of GERMANTOWN Wards 1,8,10-11",Congressional - District 5,State Senate - District 8,Assembly - District 24,2086,794,22,0,attorney general
WASHINGTON,Village of GERMANTOWN,"Village of GERMANTOWN Wards 2,5-7",Congressional - District 5,State Senate - District 8,Assembly - District 24,1667,926,36,0,attorney general
WASHINGTON,Village of GERMANTOWN,"Village of GERMANTOWN Wards 3-4,9,16-17",Congressional - District 5,State Senate - District 8,Assembly - District 24,1834,833,39,0,attorney general
WASHINGTON,Village of GERMANTOWN,Village of GERMANTOWN Wards 12-15,Congressional - District 5,State Senate - District 8,Assembly - District 24,2083,888,34,0,attorney general
WASHINGTON,Village of JACKSON,Village of JACKSON Wards 1-9,Congressional - District 5,State Senate - District 20,Assembly - District 58,2527,902,59,0,attorney general
WASHINGTON,Village of JACKSON,Village of JACKSON Wards 10-12,Congressional - District 5,State Senate - District 20,Assembly - District 60,1,0,0,0,attorney general
WASHINGTON,Village of KEWASKUM,"Village of KEWASKUM Wards 1-5,7",Congressional - District 5,State Senate - District 20,Assembly - District 59,1387,509,30,0,attorney general
WASHINGTON,Village of NEWBURG,Village of NEWBURG Wards 1-2,Congressional - District 5,State Senate - District 20,Assembly - District 60,399,103,9,0,attorney general
WASHINGTON,Village of RICHFIELD,Village of RICHFIELD Wards 1-2,Congressional - District 5,State Senate - District 8,Assembly - District 22,1335,375,18,0,attorney general
WASHINGTON,Village of RICHFIELD,Village of RICHFIELD Ward 3,Congressional - District 5,State Senate - District 8,Assembly - District 22,429,171,8,0,attorney general
WASHINGTON,Village of RICHFIELD,Village of RICHFIELD Ward 4,Congressional - District 5,State Senate - District 20,Assembly - District 58,682,151,5,0,attorney general
WASHINGTON,Village of RICHFIELD,Village of RICHFIELD Wards 5-6,Congressional - District 5,State Senate - District 20,Assembly - District 58,1585,417,30,0,attorney general
WASHINGTON,Village of RICHFIELD,Village of RICHFIELD Wards 7-9,Congressional - District 5,State Senate - District 8,Assembly - District 22,1545,532,12,0,attorney general
WASHINGTON,Village of SLINGER,Village of SLINGER Wards 1-8,Congressional - District 5,State Senate - District 20,Assembly - District 58,1953,682,33,0,attorney general
WASHINGTON,Village of SLINGER,Village of SLINGER Ward 9,Congressional - District 5,State Senate - District 20,Assembly - District 59,0,0,0,0,attorney general
WASHINGTON,City of HARTFORD,City of HARTFORD Wards 1-2,Congressional - District 5,State Senate - District 13,Assembly - District 39,658,270,14,0,attorney general
WASHINGTON,City of HARTFORD,"City of HARTFORD Wards 3-5,31-32,34",Congressional - District 5,State Senate - District 20,Assembly - District 59,815,342,26,0,attorney general
WASHINGTON,City of HARTFORD,"City of HARTFORD Wards 6,9-10,15-17,20,23-25,28,33,35",Congressional - District 5,State Senate - District 20,Assembly - District 59,1157,546,30,0,attorney general
WASHINGTON,City of HARTFORD,City of HARTFORD Wards 7-8,Congressional - District 5,State Senate - District 13,Assembly - District 39,192,79,7,0,attorney general
WASHINGTON,City of HARTFORD,"City of HARTFORD Wards 11-14,21-22,26-27,29-30",Congressional - District 5,State Senate - District 20,Assembly - District 59,1592,770,38,0,attorney general
WASHINGTON,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 318,Congressional - District 5,State Senate - District 8,Assembly - District 24,0,0,0,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 1-3,Congressional - District 5,State Senate - District 20,Assembly - District 58,1129,537,24,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 4-6,Congressional - District 5,State Senate - District 20,Assembly - District 58,1100,720,42,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 7-8,Congressional - District 5,State Senate - District 20,Assembly - District 58,1445,635,31,0,attorney general
WASHINGTON,City of WEST BEND,"City of WEST BEND Wards 9-10,32",Congressional - District 5,State Senate - District 20,Assembly - District 58,1103,566,34,0,attorney general
WASHINGTON,City of WEST BEND,"City of WEST BEND Wards 11-14,28",Congressional - District 5,State Senate - District 20,Assembly - District 58,1034,555,28,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 15-19,Congressional - District 5,State Senate - District 20,Assembly - District 58,1140,564,16,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 20-22,Congressional - District 5,State Senate - District 20,Assembly - District 58,1021,477,34,0,attorney general
WASHINGTON,City of WEST BEND,"City of WEST BEND Wards 23-24,26,33",Congressional - District 5,State Senate - District 20,Assembly - District 58,1323,620,27,0,attorney general
WASHINGTON,City of WEST BEND,"City of WEST BEND Wards 25,27",Congressional - District 5,State Senate - District 20,Assembly - District 60,0,0,0,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Ward 29,Congressional - District 5,State Senate - District 20,Assembly - District 60,0,0,0,0,attorney general
WASHINGTON,City of WEST BEND,City of WEST BEND Wards 30-31,Congressional - District 5,State Senate - District 20,Assembly - District 60,0,0,0,0,attorney general
WAUKESHA,Town of BROOKFIELD,"Town of BROOKFIELD Wards 1,3-4,10",Congressional - District 5,State Senate - District 5,Assembly - District 13,1038,547,25,0,attorney general
WAUKESHA,Town of BROOKFIELD,"Town of BROOKFIELD Wards 2,5-8",Congressional - District 5,State Senate - District 5,Assembly - District 13,1203,677,24,5,attorney general
WAUKESHA,Town of BROOKFIELD,Town of BROOKFIELD Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 14,153,93,6,0,attorney general
WAUKESHA,Town of DELAFIELD,"Town of DELAFIELD Wards 1-2,5-6",Congressional - District 5,State Senate - District 33,Assembly - District 99,1323,489,20,1,attorney general
WAUKESHA,Town of DELAFIELD,Town of DELAFIELD Wards 3-4,Congressional - District 5,State Senate - District 33,Assembly - District 99,903,262,17,0,attorney general
WAUKESHA,Town of DELAFIELD,Town of DELAFIELD Wards 7-8,Congressional - District 5,State Senate - District 33,Assembly - District 99,632,205,18,0,attorney general
WAUKESHA,Town of DELAFIELD,Town of DELAFIELD Wards 9-11,Congressional - District 5,State Senate - District 33,Assembly - District 99,875,369,7,1,attorney general
WAUKESHA,Town of EAGLE,Town of EAGLE Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 33,1480,527,25,0,attorney general
WAUKESHA,Town of GENESEE,"Town of GENESEE Wards 1,3,5,9",Congressional - District 1,State Senate - District 33,Assembly - District 99,1070,327,11,0,attorney general
WAUKESHA,Town of GENESEE,"Town of GENESEE Wards 2,4,10",Congressional - District 1,State Senate - District 33,Assembly - District 99,1051,390,19,0,attorney general
WAUKESHA,Town of GENESEE,Town of GENESEE Wards 6-8,Congressional - District 1,State Senate - District 33,Assembly - District 97,1182,411,20,2,attorney general
WAUKESHA,Town of LISBON,"Town of LISBON Wards 1,6",Congressional - District 5,State Senate - District 8,Assembly - District 22,1492,480,20,0,attorney general
WAUKESHA,Town of LISBON,Town of LISBON Ward 2,Congressional - District 5,State Senate - District 8,Assembly - District 22,894,338,16,2,attorney general
WAUKESHA,Town of LISBON,Town of LISBON Ward 3,Congressional - District 5,State Senate - District 33,Assembly - District 98,510,155,6,0,attorney general
WAUKESHA,Town of LISBON,Town of LISBON Wards 4-5,Congressional - District 5,State Senate - District 8,Assembly - District 22,1578,522,13,0,attorney general
WAUKESHA,Town of MERTON,"Town of MERTON Wards 1-3,7-9",Congressional - District 5,State Senate - District 33,Assembly - District 99,2587,680,33,1,attorney general
WAUKESHA,Town of MERTON,"Town of MERTON Wards 4-6,10-11",Congressional - District 5,State Senate - District 33,Assembly - District 99,1229,400,22,1,attorney general
WAUKESHA,Town of MUKWONAGO,"Town of MUKWONAGO Wards 1,7-8",Congressional - District 1,State Senate - District 11,Assembly - District 33,825,289,17,0,attorney general
WAUKESHA,Town of MUKWONAGO,"Town of MUKWONAGO Wards 2-3,9-11",Congressional - District 1,State Senate - District 11,Assembly - District 33,1474,455,24,0,attorney general
WAUKESHA,Town of MUKWONAGO,Town of MUKWONAGO Wards 4-6,Congressional - District 1,State Senate - District 33,Assembly - District 97,1078,316,24,0,attorney general
WAUKESHA,Town of OCONOMOWOC,"Town of OCONOMOWOC Wards 1-2,4",Congressional - District 5,State Senate - District 13,Assembly - District 38,1501,478,22,0,attorney general
WAUKESHA,Town of OCONOMOWOC,"Town of OCONOMOWOC Wards 3,6-7",Congressional - District 5,State Senate - District 13,Assembly - District 38,1120,444,23,0,attorney general
WAUKESHA,Town of OCONOMOWOC,"Town of OCONOMOWOC Wards 5,8-9",Congressional - District 5,State Senate - District 13,Assembly - District 38,1299,414,17,2,attorney general
WAUKESHA,Town of OCONOMOWOC,Town of OCONOMOWOC Ward 10,Congressional - District 5,State Senate - District 33,Assembly - District 99,9,5,0,0,attorney general
WAUKESHA,Town of OTTAWA,Town of OTTAWA Wards 1-5,Congressional - District 1,State Senate - District 33,Assembly - District 99,1656,652,23,2,attorney general
WAUKESHA,Town of VERNON,"Town of VERNON Wards 1,8-11",Congressional - District 1,State Senate - District 28,Assembly - District 83,1585,519,19,0,attorney general
WAUKESHA,Town of VERNON,Town of VERNON Wards 2-7,Congressional - District 1,State Senate - District 28,Assembly - District 83,1961,607,22,0,attorney general
WAUKESHA,Town of WAUKESHA,"Town of WAUKESHA Wards 1,8",Congressional - District 5,State Senate - District 33,Assembly - District 97,538,300,9,1,attorney general
WAUKESHA,Town of WAUKESHA,Town of WAUKESHA Wards 2-6,Congressional - District 1,State Senate - District 33,Assembly - District 97,1737,631,26,1,attorney general
WAUKESHA,Town of WAUKESHA,"Town of WAUKESHA Wards 7,9-11",Congressional - District 1,State Senate - District 28,Assembly - District 83,1461,504,17,1,attorney general
WAUKESHA,Town of WAUKESHA,Town of WAUKESHA Ward 12,Congressional - District 5,State Senate - District 28,Assembly - District 83,5,0,0,0,attorney general
WAUKESHA,Village of BIG BEND,Village of BIG BEND Wards 1-4,Congressional - District 1,State Senate - District 28,Assembly - District 83,536,193,11,0,attorney general
WAUKESHA,Village of BUTLER,Village of BUTLER Wards 1-3,Congressional - District 5,State Senate - District 8,Assembly - District 22,514,327,24,2,attorney general
WAUKESHA,Village of CHENEQUA,Village of CHENEQUA Ward 1,Congressional - District 5,State Senate - District 33,Assembly - District 99,274,64,1,0,attorney general
WAUKESHA,Village of DOUSMAN,Village of DOUSMAN Wards 1-3,Congressional - District 1,State Senate - District 33,Assembly - District 99,844,332,13,0,attorney general
WAUKESHA,Village of DOUSMAN,Village of DOUSMAN Ward 4,Congressional - District 5,State Senate - District 33,Assembly - District 99,0,0,0,0,attorney general
WAUKESHA,Village of DOUSMAN,Village of DOUSMAN Ward 5,Congressional - District 5,State Senate - District 13,Assembly - District 38,1,0,0,0,attorney general
WAUKESHA,Village of EAGLE,Village of EAGLE Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 33,791,242,15,3,attorney general
WAUKESHA,Village of ELM GROVE,Village of ELM GROVE Wards 1-4,Congressional - District 5,State Senate - District 5,Assembly - District 13,1361,750,12,0,attorney general
WAUKESHA,Village of ELM GROVE,Village of ELM GROVE Wards 5-8,Congressional - District 5,State Senate - District 5,Assembly - District 13,1151,732,12,1,attorney general
WAUKESHA,Village of HARTLAND,Village of HARTLAND Wards 1-14,Congressional - District 5,State Senate - District 33,Assembly - District 99,3201,1542,64,3,attorney general
WAUKESHA,Village of LAC LA BELLE,Village of LAC LA BELLE Ward 1,Congressional - District 5,State Senate - District 13,Assembly - District 38,133,58,0,0,attorney general
WAUKESHA,Village of LANNON,Village of LANNON Wards 1-2,Congressional - District 5,State Senate - District 8,Assembly - District 22,431,219,14,1,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 1,Congressional - District 5,State Senate - District 8,Assembly - District 22,835,412,27,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 2,Congressional - District 5,State Senate - District 8,Assembly - District 22,497,270,4,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 3,Congressional - District 5,State Senate - District 8,Assembly - District 22,654,372,15,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 4,Congressional - District 5,State Senate - District 8,Assembly - District 22,292,202,8,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 5,Congressional - District 5,State Senate - District 8,Assembly - District 24,462,284,11,2,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 6,Congressional - District 5,State Senate - District 8,Assembly - District 24,567,411,19,1,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 7,Congressional - District 5,State Senate - District 8,Assembly - District 24,286,132,7,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 8,Congressional - District 5,State Senate - District 8,Assembly - District 24,453,310,13,1,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 9,Congressional - District 5,State Senate - District 8,Assembly - District 24,429,325,14,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 10,Congressional - District 5,State Senate - District 8,Assembly - District 22,503,229,8,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 11,Congressional - District 5,State Senate - District 8,Assembly - District 22,396,291,7,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 12,Congressional - District 5,State Senate - District 8,Assembly - District 22,319,254,9,1,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 13,Congressional - District 5,State Senate - District 8,Assembly - District 22,731,362,11,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 14,Congressional - District 5,State Senate - District 8,Assembly - District 22,809,433,16,1,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 15,Congressional - District 5,State Senate - District 8,Assembly - District 22,766,415,13,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 16,Congressional - District 5,State Senate - District 8,Assembly - District 22,394,184,4,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 17,Congressional - District 5,State Senate - District 8,Assembly - District 22,709,412,12,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 18,Congressional - District 5,State Senate - District 8,Assembly - District 22,631,364,9,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 19,Congressional - District 5,State Senate - District 8,Assembly - District 22,766,387,9,0,attorney general
